frame,xmin,xmax,ymin,ymax,class_id,y
1478896676427029636.jpg,245,255,139,207,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896676998005018.jpg,44,173,97,248,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896676998005018.jpg,245,255,139,207,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896677568985625.jpg,44,173,97,248,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896677568985625.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896678140895209.jpg,44,173,98,248,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896678140895209.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896678711170468.jpg,44,173,98,249,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896678711170468.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896679283118678.jpg,44,173,98,249,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896679283118678.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896679854993223.jpg,44,173,98,249,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896679854993223.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896680425286613.jpg,44,173,98,249,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896680425286613.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896680997401819.jpg,44,173,98,250,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896680997401819.jpg,245,255,139,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896681570121251.jpg,44,173,98,250,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896681570121251.jpg,245,255,139,209,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896683282487860.jpg,41,173,97,250,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896683282487860.jpg,245,255,139,209,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896684424877328.jpg,38,173,96,250,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896684424877328.jpg,245,255,139,209,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896686138261730.jpg,35,173,95,250,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896686138261730.jpg,245,255,138,209,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896686709601629.jpg,34,173,94,250,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896686709601629.jpg,245,255,138,209,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896687281590413.jpg,33,173,94,250,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896687281590413.jpg,245,255,137,210,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896687852394741.jpg,33,173,94,251,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896687852394741.jpg,245,255,137,210,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896688423612224.jpg,34,173,95,249,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896688423612224.jpg,244,255,137,210,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896688995856918.jpg,36,173,96,247,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896688995856918.jpg,244,255,136,210,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896689566229358.jpg,38,173,97,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896689566229358.jpg,244,255,136,211,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896690136944709.jpg,40,173,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896690136944709.jpg,244,255,136,211,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896690709777707.jpg,0,17,112,164,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896690709777707.jpg,41,173,98,242,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896690709777707.jpg,244,255,136,211,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896691280304676.jpg,41,174,99,240,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896691280304676.jpg,54,72,104,156,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896691280304676.jpg,244,255,135,211,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896691851433101.jpg,41,174,100,238,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896691851433101.jpg,244,255,135,211,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896692423464692.jpg,41,174,98,239,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896692423464692.jpg,244,255,135,212,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896694136815158.jpg,41,174,95,241,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896694136815158.jpg,244,255,134,212,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896695279142283.jpg,41,174,93,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896695279142283.jpg,244,255,133,213,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896695850291750.jpg,41,173,93,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896695850291750.jpg,244,255,133,213,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896696422352128.jpg,41,173,93,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896696422352128.jpg,244,255,133,213,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896696992721801.jpg,41,173,93,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896696992721801.jpg,243,255,133,213,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896697564055470.jpg,41,173,94,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896697564055470.jpg,243,255,133,214,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896698136760501.jpg,41,173,94,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896698136760501.jpg,243,255,133,214,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896698706321250.jpg,41,173,94,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896698706321250.jpg,243,255,133,214,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896699278034999.jpg,41,173,94,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896699278034999.jpg,243,255,133,214,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896699850585906.jpg,41,173,94,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896699850585906.jpg,243,255,132,214,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896700420385835.jpg,41,173,94,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896700420385835.jpg,243,255,132,215,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896700992144324.jpg,41,173,95,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896700992144324.jpg,243,255,132,215,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896703848737463.jpg,42,173,96,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896703848737463.jpg,243,255,130,215,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896704419341735.jpg,42,173,96,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896704419341735.jpg,243,255,130,215,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896704991231706.jpg,42,173,96,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896704991231706.jpg,243,255,130,215,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896705562742467.jpg,42,172,96,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896705562742467.jpg,243,255,130,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896706133395557.jpg,42,172,96,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896706133395557.jpg,242,255,129,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896706704922275.jpg,42,172,96,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896706704922275.jpg,242,255,129,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896707277205605.jpg,42,172,97,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896707277205605.jpg,242,255,129,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896707847375404.jpg,42,172,97,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896707847375404.jpg,242,255,129,217,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896708418790649.jpg,42,172,97,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896708991054110.jpg,42,172,97,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896709561065134.jpg,42,172,97,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896710132981359.jpg,42,172,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896710132981359.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896710703886112.jpg,43,173,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896710703886112.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896711275751278.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896711275751278.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896711847099111.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896711847099111.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896712418362397.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896712418362397.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896712989448888.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896712989448888.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896713560104277.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896713560104277.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896714131492138.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896714131492138.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896714704011032.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896714704011032.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896715274473229.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896715274473229.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896715845203907.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896715845203907.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896716418587783.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896716418587783.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896717559307487.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896717559307487.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896718131463627.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896718131463627.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896718701363547.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896718701363547.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896719273662640.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896719273662640.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896719844305769.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896719844305769.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896720416337332.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896720416337332.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896720988322403.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896720988322403.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896721558116930.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896721558116930.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896722130102077.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896722130102077.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896722700816513.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896722700816513.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896723272322315.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896723272322315.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896724414456577.jpg,44,174,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896724414456577.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896724987021762.jpg,42,175,98,245,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896724987021762.jpg,244,255,137,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896725559248929.jpg,41,176,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896725559248929.jpg,244,255,137,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896726128543365.jpg,40,178,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896726128543365.jpg,244,255,136,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896726699999936.jpg,39,179,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896726699999936.jpg,244,255,135,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896727271030816.jpg,38,180,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896727271030816.jpg,243,255,135,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896727842640493.jpg,36,181,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896727842640493.jpg,243,255,134,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896728415378283.jpg,35,183,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896728415378283.jpg,243,255,133,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896728985209136.jpg,34,184,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896728985209136.jpg,242,255,133,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896729556982938.jpg,34,184,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896729556982938.jpg,242,255,133,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896730128874092.jpg,34,184,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896730128874092.jpg,242,255,132,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896730699445824.jpg,33,183,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896730699445824.jpg,242,255,132,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896731270961610.jpg,33,182,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896731270961610.jpg,241,255,131,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896731841436951.jpg,32,182,97,243,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896731841436951.jpg,241,254,130,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896732413706132.jpg,32,182,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896732413706132.jpg,241,254,129,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896732984831469.jpg,32,181,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896732984831469.jpg,240,254,129,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896733555350905.jpg,31,181,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896733555350905.jpg,240,254,128,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896734127583502.jpg,31,181,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896734127583502.jpg,240,254,128,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896734699491002.jpg,30,180,98,244,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896734699491002.jpg,240,254,128,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896735269300928.jpg,30,180,98,244,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896735269300928.jpg,239,254,127,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896735840824500.jpg,30,180,98,244,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896735840824500.jpg,238,254,126,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896736412277064.jpg,33,179,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896736412277064.jpg,238,254,126,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896736983048132.jpg,36,178,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896736983048132.jpg,238,254,125,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896737554815817.jpg,40,178,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896737554815817.jpg,238,254,124,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896738125587172.jpg,43,177,98,244,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478896738125587172.jpg,237,254,124,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896744409601163.jpg,0,52,119,183,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896744409601163.jpg,149,244,116,183,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896744981361941.jpg,120,208,122,187,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896745553390911.jpg,99,187,120,186,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896746123893500.jpg,85,173,122,187,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478896746695921606.jpg,69,149,124,182,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896747266091559.jpg,51,131,126,184,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896747837967552.jpg,32,112,131,183,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896748408931786.jpg,27,98,127,179,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896748980325261.jpg,35,98,127,178,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896762121174951.jpg,187,248,119,168,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896762691086265.jpg,200,255,119,176,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896774117660426.jpg,128,155,116,172,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896774117660426.jpg,144,204,122,186,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896776974178416.jpg,171,255,107,221,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896777544727804.jpg,160,244,117,198,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896778116500376.jpg,152,225,115,186,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896778689157997.jpg,152,214,115,186,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896779258427956.jpg,0,49,117,176,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896779258427956.jpg,151,202,114,178,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896780972341137.jpg,222,255,126,177,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478896782115534347.jpg,199,254,126,166,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896782686834117.jpg,190,246,125,165,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896790112791723.jpg,195,246,128,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896790685272746.jpg,201,255,125,167,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896801538500094.jpg,148,200,122,173,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896802110065054.jpg,151,205,122,176,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896802682003426.jpg,153,211,122,179,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896803253096210.jpg,155,216,122,180,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896803823903704.jpg,156,219,121,180,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896804396376590.jpg,156,221,121,182,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896804966460531.jpg,156,224,121,185,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896805537973954.jpg,156,226,120,186,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896806110724373.jpg,157,230,121,189,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896806680790923.jpg,161,240,121,192,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478896807252122793.jpg,164,248,120,194,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896807823052114.jpg,166,254,120,197,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896808395042694.jpg,165,255,119,197,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896808966411998.jpg,163,255,119,196,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896809537277335.jpg,158,252,120,200,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896810108291030.jpg,146,235,118,197,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896810679470763.jpg,126,216,110,207,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896811250823920.jpg,107,180,116,198,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896811822684894.jpg,84,147,122,189,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896812393474858.jpg,53,106,118,185,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896812964839889.jpg,21,69,118,180,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896813537498401.jpg,0,48,122,183,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896814107313153.jpg,0,40,117,180,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896814679046298.jpg,0,41,114,176,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896815250802287.jpg,10,50,118,172,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896816393078424.jpg,107,160,117,168,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1478896818106538775.jpg,174,236,95,144,1,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
1478896820963479869.jpg,27,99,112,176,1,"[0, 0, 0, 1, 1, 0, 1, 0, 0]"
1478896831246588461.jpg,63,108,116,180,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896831819467954.jpg,51,108,116,184,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896832388437176.jpg,38,108,113,198,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896832959711347.jpg,24,107,113,207,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896833531671893.jpg,13,107,113,218,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896834102412741.jpg,6,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896834674369729.jpg,6,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896836388602677.jpg,7,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896836388602677.jpg,186,249,113,145,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478896836958808047.jpg,8,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896837530983849.jpg,8,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896838101234852.jpg,8,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896839815201080.jpg,5,110,112,222,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896839815201080.jpg,158,225,107,151,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478896840387176181.jpg,4,112,112,222,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896840387176181.jpg,192,255,104,147,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478896842101081153.jpg,4,109,111,222,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896842101081153.jpg,160,226,115,150,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478896842673307172.jpg,5,109,112,222,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896842673307172.jpg,190,255,110,146,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478896843243431443.jpg,6,108,113,223,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896843815334463.jpg,6,108,114,224,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896844385584978.jpg,12,113,113,224,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896844957570578.jpg,25,113,114,212,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896845528564977.jpg,40,113,116,197,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896846099567961.jpg,54,113,116,182,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896846671149927.jpg,64,114,121,174,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
